MSN,YYYYMM,Value,EndUseSector,Description,Unit
TERCBUS,198804,1260.376,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198805,1108.817,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198806,1121.331,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198807,1312.656,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198808,1373.343,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198809,1116.235,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198810,1134.134,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198811,1317.127,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198812,1765.873,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198813,17132.613,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198901,1974.551,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198902,1848.714,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198903,1771.579,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198904,1339.39,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198905,1174.052,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198906,1174.374,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198907,1319.847,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198908,1319.207,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198909,1180.54,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198910,1183.343,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198911,1382.351,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198912,2118.429,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,198913,17785.735,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199001,2020.627,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199002,1641.38,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199003,1559.608,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199004,1299.688,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199005,1142.782,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199006,1194.847,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199007,1334.278,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199008,1322.712,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199009,1214.41,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199010,1161.169,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199011,1292.48,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199012,1753.127,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199013,16945.297,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199101,2139.467,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199102,1687.449,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199103,1600.108,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199104,1269.7,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199105,1182.436,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199106,1228.328,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199107,1388.123,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199108,1340.499,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199109,1183.76,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199110,1163.884,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199111,1437.454,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199112,1798.849,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199113,17420.31,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199201,2045.539,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199202,1770.101,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199203,1599.022,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199204,1356.503,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199205,1143.757,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199206,1135.642,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199207,1325.168,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199208,1269.521,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199209,1175.103,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199210,1177.535,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199211,1412.733,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199212,1946.932,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199213,17355.841,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199301,2100.267,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199302,1871.852,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199303,1841.363,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199304,1381.721,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199305,1121.875,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199306,1209.729,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199307,1466.985,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199308,1454.854,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199309,1229.854,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199310,1188.966,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199311,1449.399,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199312,1902.838,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199313,18217.688,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199401,2343.915,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199402,1983.998,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199403,1709.297,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199404,1308.377,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199405,1167.804,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199406,1279.739,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199407,1439.989,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199408,1370.364,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199409,1177.977,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199410,1169.547,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199411,1354.159,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199412,1804.109,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199413,18111.572,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199501,2089.765,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199502,1868.291,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199503,1660.042,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199504,1337.603,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199505,1216.106,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199506,1255.672,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199507,1493.476,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199508,1592.866,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199509,1263.757,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199510,1194.096,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199511,1525.913,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199512,2026.385,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199513,18518.154,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199601,2362.192,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199602,2075.841,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199603,1867.947,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199604,1456.973,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199605,1306.909,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199606,1351.452,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199607,1497.502,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199608,1471.297,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199609,1265.285,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199610,1251.451,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199611,1586.745,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199612,2004.627,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199613,19503.562,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199701,2299.746,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199702,1881.555,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199703,1693.827,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199704,1388.104,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199705,1243.224,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199706,1267.557,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199707,1555.218,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199708,1484.145,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199709,1299.288,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199710,1297.235,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199711,1544.086,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199712,2010.274,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199713,18964.164,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199801,2132.96,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199802,1771.983,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199803,1793.857,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199804,1361.831,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199805,1285.472,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199806,1438.702,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199807,1678.486,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199808,1615.311,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199809,1393.112,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199810,1282.537,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199811,1373.157,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199812,1834.368,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199813,18954.075,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199901,2370.857,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199902,1830.83,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199903,1879.82,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199904,1449.993,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199905,1287.859,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199906,1410.864,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199907,1710.686,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199908,1674.65,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199909,1363.735,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199910,1281.685,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199911,1386.971,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199912,1913.542,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,199913,19556.027,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200001,2349.882,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200002,2052.023,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200003,1707.884,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200004,1428.876,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200005,1381.107,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200006,1480.5,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200007,1626.727,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200008,1679.048,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200009,1412.263,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200010,1327.015,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200011,1581.468,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200012,2390.387,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200013,20423.889,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200101,2568.671,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200102,2015.997,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200103,1916.154,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200104,1466.078,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200105,1282.213,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200106,1412.824,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200107,1642.804,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200108,1710.875,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200109,1369.46,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200110,1331.189,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200111,1417.466,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200112,1900.985,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200113,20041.079,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200201,2295.547,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200202,1916.924,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200203,1904.998,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200204,1507.425,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200205,1385.889,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200206,1516.637,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200207,1767.882,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200208,1733.224,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200209,1486.14,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200210,1423.064,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200211,1643.813,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200212,2207.014,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200213,20789.862,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200301,2570.576,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200302,2255.247,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200303,1956.936,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200304,1489.799,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200305,1385.324,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200306,1427.75,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200307,1710.567,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200308,1736.6,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200309,1463.303,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200310,1366.984,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200311,1544.637,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200312,2210.445,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200313,21124.049,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200401,2598.144,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200402,2268.371,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200403,1840.722,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200404,1457.872,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200405,1394.964,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200406,1516.908,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200407,1697.472,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200408,1648.672,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200409,1464.488,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200410,1392.235,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200411,1566.735,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200412,2239.052,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200413,21087.182,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200501,2497.069,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200502,2076.693,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200503,1997.982,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200504,1463.095,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200505,1385.334,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200506,1593.761,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200507,1869.685,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200508,1866.875,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200509,1567.359,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200510,1430.354,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200511,1551.841,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200512,2322.083,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200513,21620.423,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200601,2174.721,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200602,2002.831,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200603,1925.475,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200604,1459.652,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200605,1385.987,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200606,1565.778,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200607,1858.359,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200608,1842.567,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200609,1428.087,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200610,1399.647,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200611,1585.303,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200612,2051.705,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200613,20681.225,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200701,2372.711,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200702,2361.491,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200703,1926.123,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200704,1511.643,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200705,1393.046,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200706,1539.152,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200707,1749.63,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200708,1885.756,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200709,1564.934,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200710,1402.084,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200711,1596.032,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200712,2234.117,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200713,21533.687,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200801,2547.929,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200802,2265.649,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200803,1993.814,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200804,1524.956,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200805,1386.232,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200806,1623.676,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200807,1813.428,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200808,1731.862,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200809,1440.708,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200810,1377.772,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200811,1632.145,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200812,2352.914,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200813,21689.441,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200901,2612.636,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200902,2102.393,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200903,1898.59,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200904,1506.017,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200905,1369.06,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200906,1522.871,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200907,1706.769,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200908,1713.245,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200909,1419.231,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200910,1414.164,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200911,1524.434,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200912,2318.955,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,200913,21106.614,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201001,2687.148,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201002,2246.675,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201003,1885.151,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201004,1346.616,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201005,1385.059,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201006,1658.143,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201007,1888.621,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201008,1854.747,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201009,1493.885,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201010,1330.039,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201011,1595.781,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201012,2472.49,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201013,21843.993,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201101,2670.59,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201102,2157.161,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201103,1856.968,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201104,1453.834,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201105,1378.65,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201106,1606.349,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201107,1911.593,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201108,1849.415,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201109,1474.069,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201110,1345.822,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201111,1579.193,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201112,2119.518,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201113,21404.007,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201201,2272.455,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201202,1912.277,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201203,1559.192,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201204,1296.502,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201205,1359.625,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201206,1531,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201207,1861.234,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201208,1748.712,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201209,1418.082,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201210,1342.862,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201211,1629.46,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201212,2040.293,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201213,19965.341,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201301,2445.928,2,Total Energy Consumed by the Residential Sector,Trillion Btu
TERCBUS,201302,2079.33,2,Total Energy Consumed by the Residential Sector,Trillion Btu
